Epoch,Train_Loss,Val_PSNR,Val_SSIM
1,0.0359,29.246939119164676,0.8580154455939021
2,0.0332,28.50225974250628,0.8418100133145517
3,0.0323,28.85086135122918,0.8509438432533575
4,0.0318,29.454575757920242,0.8532770854067084
5,0.0315,29.621159734731783,0.851788443469107
6,0.0319,29.549373226144663,0.8590776476438384
7,0.0314,30.278935394522435,0.8622954113311166
8,0.0312,29.148964024732994,0.8407102501765192
9,0.0313,30.37370226291157,0.8731102962028017
10,0.0313,29.732449582054286,0.8617638269055746
11,0.0310,30.578888764737368,0.8703646567206899
12,0.0312,28.91750516228094,0.8530517771858817
13,0.0314,29.178024747486134,0.856250581050838
14,0.0310,29.321349640502262,0.8514348638812643
15,0.0309,31.0261823431317,0.862820682803717
16,0.0306,30.535285203768478,0.8651550362159349
17,0.0307,29.393124668351174,0.8564455114097177
18,0.0310,30.623875405086405,0.8718421697173041
19,0.0310,28.892517651308054,0.848943712490679
20,0.0307,29.218121555602423,0.8520625595688831
21,0.0308,30.030431269362495,0.8627196241052534
22,0.0305,30.19125736522904,0.8591043554305999
23,0.0307,30.347354350356092,0.8797596521777216
24,0.0308,30.287019215330833,0.8660188577646288
25,0.0308,29.348221449332645,0.8616890378123503
26,0.0306,29.758094072810454,0.8637855766946336
27,0.0306,30.337886987251714,0.869492014009971
28,0.0306,29.406725327345644,0.8509836611507408
29,0.0306,30.464349968301516,0.8720737540612666
30,0.0306,29.584599990052112,0.8533953206334307
31,0.0304,30.517301493829223,0.8763290655214548
32,0.0302,29.980124971929964,0.8619405298075741
33,0.0305,29.7708757945809,0.8606230348322106
34,0.0306,29.77195937826744,0.8519162021886254
35,0.0304,30.06799932169611,0.868349480181998
36,0.0300,30.52725802082414,0.869133057111036
37,0.0305,30.739902995177044,0.8804026311863362
38,0.0302,29.294335225876576,0.8609264542258319
39,0.0302,30.352875856835084,0.8726746593805302
40,0.0301,29.76006321307924,0.8601532968727349
41,0.0301,30.439814515040954,0.8691571483098802
42,0.0304,29.667224688654787,0.8739783018353401
43,0.0303,28.901619176838643,0.8532314301129434
44,0.0300,29.885002401051537,0.8783983520154198
45,0.0302,29.50400934403976,0.86230412251496
46,0.0303,30.33053861594429,0.8683781954203126
47,0.0303,29.814002203851274,0.8579091442740819
48,0.0303,29.53144711653898,0.8581199622638299
49,0.0300,29.73851815167511,0.8650922196997051
50,0.0302,29.409348191896417,0.8560623446159351
51,0.0300,29.956892981107462,0.8657404780976816
52,0.0302,30.48378293955055,0.871719710991992
53,0.0305,29.8096859605117,0.8561566340267573
54,0.0301,28.680833741084292,0.856686376103313
55,0.0302,29.69814253410158,0.8619169043800525
56,0.0303,30.04527499933522,0.8671161234285586
57,0.0299,31.219800201063165,0.8885700164838178
58,0.0304,29.894942873567352,0.8635735108055769
59,0.0299,30.63358655081167,0.8778697311648489
60,0.0304,30.83043181759425,0.8814157923329737
61,0.0301,30.22958877093991,0.8722455520447725
62,0.0302,29.67903990632583,0.8684061863978592
63,0.0300,30.47386794042935,0.8745641346274797
64,0.0299,29.52892751670925,0.869264050126432
65,0.0302,30.428677847519488,0.8692416794677986
66,0.0301,30.87941102204502,0.8802589467155474
67,0.0299,30.826338476626237,0.8741447242659522
68,0.0299,30.93028867561043,0.8751472449233699
69,0.0299,29.229590495942244,0.8581919488555614
70,0.0299,29.741365788242422,0.8656354463675566
71,0.0298,30.15146597553934,0.8628037148591465
72,0.0301,30.73107066497106,0.8703002856471476
73,0.0296,30.078259648021984,0.8593309800388305
74,0.0297,30.18750490079076,0.866180645032799
75,0.0298,30.786495897445008,0.8766556641460581
76,0.0297,30.442449528424444,0.864185304862927
77,0.0299,29.48800140590554,0.8653182973800096
78,0.0296,29.898733911260525,0.8508631129879229
79,0.0299,31.697519420063355,0.8764082474495202
80,0.0298,30.196174966355244,0.8703638011743966
81,0.0298,30.878140246221086,0.8656396503185939
82,0.0298,29.894300539836696,0.8644060570062433
83,0.0299,31.181602770456415,0.8862016553169599
84,0.0298,29.03035595760303,0.854017002788969
85,0.0298,29.28425783302344,0.8546730831201883
86,0.0300,30.758596749709564,0.8739853595746355
87,0.0301,30.725430158628125,0.8710581953629399
88,0.0297,29.84564583129946,0.8601499070017787
89,0.0302,30.49236522660396,0.8790534743949892
90,0.0299,29.276131328512243,0.8580635665666789
91,0.0300,30.047045678248036,0.8626381537588667
92,0.0295,29.847049142570114,0.872083418075855
93,0.0298,30.326662722028264,0.8755858220049986
